,date,well_name,on_str_hrs,bottom_hole_psi,downhole_temp,Annulus_p,choke_size,whp,wht,date_conv,oil_stb,form_gas_mscf,total_gas_mscf,water_bbl
1334,07-May-14,Well_#5,24.0,2707.0,157.957,32.681,100.0,407.321,83.399,2014-05-07,484.0,309.0,309.0,2414.0
1335,08-May-14,Well_#5,24.0,2708.0,157.96,32.517,100.0,407.264,83.33,2014-05-08,465.0,307.0,307.0,2427.0
1336,09-May-14,Well_#5,24.0,2709.0,157.965,32.532,100.0,407.643,82.131,2014-05-09,481.0,315.0,315.0,2454.0
1337,10-May-14,Well_#5,24.0,2709.0,157.97,32.565,100.0,407.727,82.086,2014-05-10,478.0,316.0,316.0,2453.0
1338,11-May-14,Well_#5,23.5,2717.0,157.969,32.51,92.68108,413.292,82.302,2014-05-11,445.0,291.0,291.0,1859.0
1339,12-May-14,Well_#5,24.0,2709.0,157.979,32.538,100.0,408.316,81.269,2014-05-12,472.0,312.0,312.0,2436.0
1340,13-May-14,Well_#5,23.67,2715.0,157.974,32.548,93.08743,413.22,81.595,2014-05-13,454.0,300.0,300.0,2338.0
1341,14-May-14,Well_#5,24.0,2712.0,157.978,32.338,100.0,409.873,83.358,2014-05-14,474.0,309.0,309.0,2409.0
1342,15-May-14,Well_#5,24.0,2715.0,157.974,32.247,89.79074,412.49,83.151,2014-05-15,471.0,291.0,291.0,2406.0
1343,16-May-14,Well_#5,24.0,2706.0,158.021,32.448,97.34679,395.44,83.425,2014-05-16,488.0,313.0,313.0,2411.0
1344,17-May-14,Well_#5,24.0,2661.0,158.13,32.794,99.99998,352.397,84.152,2014-05-17,464.0,297.0,297.0,2703.0
1345,18-May-14,Well_#5,24.0,2662.0,158.101,32.564,100.0,360.971,82.814,2014-05-18,502.0,321.0,321.0,2244.0
1346,19-May-14,Well_#5,20.83,2727.0,158.001,32.136,63.46997,410.521,80.769,2014-05-19,375.0,240.0,240.0,1525.0
1347,20-May-14,Well_#5,24.0,2681.0,158.083,32.86,93.60645,367.941,84.259,2014-05-20,446.0,286.0,286.0,2373.0
1348,21-May-14,Well_#5,24.0,2674.0,158.059,32.853,100.0,365.627,83.717,2014-05-21,471.0,301.0,301.0,2999.0
1349,22-May-14,Well_#5,24.0,2674.0,158.034,32.589,100.0,365.017,81.882,2014-05-22,475.0,305.0,305.0,2777.0
1350,23-May-14,Well_#5,24.0,2675.0,158.021,32.705,100.0,363.599,84.068,2014-05-23,468.0,299.0,299.0,2637.0
1351,24-May-14,Well_#5,24.0,2675.0,158.011,32.851,100.0,363.423,84.197,2014-05-24,445.0,285.0,285.0,2635.0
1352,25-May-14,Well_#5,24.0,2674.0,157.985,32.724,100.0,360.918,83.356,2014-05-25,445.0,284.0,284.0,2660.0
1353,26-May-14,Well_#5,24.0,2709.0,157.398,32.426,100.0,357.77,83.672,2014-05-26,459.0,294.0,294.0,2692.0
1354,27-May-14,Well_#5,24.0,2705.0,157.404,32.339,100.0,357.643,82.285,2014-05-27,458.0,293.0,293.0,2483.0
1355,28-May-14,Well_#5,24.0,2704.0,157.409,32.424,100.0,356.2,83.093,2014-05-28,454.0,291.0,291.0,2418.0
1356,29-May-14,Well_#5,24.0,2705.0,157.408,32.398,100.0,356.517,83.098,2014-05-29,446.0,285.0,285.0,2620.0
1357,30-May-14,Well_#5,24.0,2706.0,157.38,32.331,100.0,357.384,83.144,2014-05-30,451.0,289.0,289.0,2724.0
1358,31-May-14,Well_#5,24.0,2706.0,157.362,32.472,100.0,357.093,84.135,2014-05-31,457.0,287.0,287.0,2757.0
1359,01-Jun-14,Well_#5,24.0,2703.0,157.356,32.333,100.0,356.408,84.489,2014-06-01,466.0,295.0,295.0,2822.0
1360,02-Jun-14,Well_#5,24.0,2701.0,157.356,32.221,100.0,356.598,84.22,2014-06-02,457.0,283.0,283.0,2722.0
1361,03-Jun-14,Well_#5,24.0,2698.0,157.239,32.148,100.0,356.365,84.279,2014-06-03,468.0,285.0,285.0,2639.0
1362,04-Jun-14,Well_#5,24.0,2697.0,157.349,32.3,100.0,356.913,84.143,2014-06-04,457.0,299.0,299.0,2581.0
1363,05-Jun-14,Well_#5,24.0,2704.0,157.338,32.126,100.0,365.47,83.191,2014-06-05,442.0,268.0,268.0,3560.0
1364,06-Jun-14,Well_#5,24.0,2721.0,157.313,32.33,100.0,382.775,83.572,2014-06-06,424.0,300.0,300.0,2951.0
1365,07-Jun-14,Well_#5,24.0,2721.0,157.312,32.129,100.0,383.139,83.891,2014-06-07,433.0,279.0,279.0,2689.0
1366,08-Jun-14,Well_#5,24.0,2720.0,157.312,32.281,100.0,383.6,83.634,2014-06-08,423.0,269.0,269.0,2525.0
1367,09-Jun-14,Well_#5,24.0,2719.0,157.313,31.944,100.0,384.888,79.683,2014-06-09,428.0,289.0,289.0,2535.0
1368,10-Jun-14,Well_#5,24.0,2718.0,157.314,31.677,100.0,384.955,81.037,2014-06-10,426.0,274.0,274.0,2535.0
1369,11-Jun-14,Well_#5,23.67,2728.0,157.299,31.683,92.94252,393.979,82.639,2014-06-11,398.0,260.0,260.0,2425.0
1370,12-Jun-14,Well_#5,24.0,2718.0,157.32,32.025,98.44016,386.299,83.3,2014-06-12,421.0,274.0,274.0,2494.0
1371,13-Jun-14,Well_#5,24.0,2717.0,157.321,32.154,98.43097,387.626,82.225,2014-06-13,428.0,271.0,271.0,2504.0
1372,14-Jun-14,Well_#5,24.0,2716.0,157.326,32.008,98.4518,388.279,81.479,2014-06-14,439.0,279.0,279.0,3039.0
1373,15-Jun-14,Well_#5,24.0,2715.0,157.338,32.066,98.43952,387.26,83.122,2014-06-15,440.0,280.0,280.0,3163.0
1374,16-Jun-14,Well_#5,24.0,2716.0,157.365,32.212,98.44619,389.044,83.993,2014-06-16,456.0,284.0,284.0,3395.0
1375,17-Jun-14,Well_#5,24.0,2717.0,157.39,32.504,98.43304,390.773,84.096,2014-06-17,468.0,294.0,294.0,3359.0
1376,18-Jun-14,Well_#5,24.0,2717.0,157.416,32.587,98.4382,392.858,84.093,2014-06-18,480.0,303.0,303.0,2930.0
1377,19-Jun-14,Well_#5,24.0,2715.0,157.435,32.621,98.44814,393.063,84.136,2014-06-19,476.0,294.0,294.0,2804.0
1378,20-Jun-14,Well_#5,24.0,2713.0,157.449,32.629,98.45358,393.098,84.168,2014-06-20,486.0,302.0,302.0,2787.0
1379,21-Jun-14,Well_#5,24.0,2711.0,157.464,32.508,98.44823,393.047,84.242,2014-06-21,490.0,306.0,306.0,2765.0
1380,22-Jun-14,Well_#5,24.0,2709.0,157.478,32.206,98.45706,393.491,83.254,2014-06-22,474.0,300.0,300.0,2787.0
1381,23-Jun-14,Well_#5,24.0,2709.0,157.489,32.254,98.45523,393.665,83.687,2014-06-23,492.0,309.0,309.0,2802.0
1382,24-Jun-14,Well_#5,24.0,2708.0,157.502,32.48,98.45654,394.042,84.346,2014-06-24,495.0,308.0,308.0,2781.0
1383,25-Jun-14,Well_#5,24.0,2707.0,157.514,32.554,99.19283,394.597,84.118,2014-06-25,504.0,315.0,315.0,2767.0
1384,26-Jun-14,Well_#5,24.0,2706.0,157.525,32.46,100.0,394.865,83.876,2014-06-26,503.0,313.0,313.0,2807.0
1385,27-Jun-14,Well_#5,24.0,2705.0,157.536,32.563,100.0,394.44,84.426,2014-06-27,503.0,316.0,316.0,2809.0
1386,28-Jun-14,Well_#5,24.0,2703.0,157.547,32.444,100.0,394.126,83.518,2014-06-28,511.0,326.0,326.0,2791.0
1387,29-Jun-14,Well_#5,24.0,2704.0,157.572,32.645,100.0,391.696,84.348,2014-06-29,539.0,371.0,371.0,2792.0
1388,30-Jun-14,Well_#5,24.0,2709.0,157.626,32.638,100.0,391.758,84.51,2014-06-30,530.0,362.0,362.0,2816.0
1389,01-Jul-14,Well_#5,24.0,2717.0,157.679,32.622,100.0,390.758,84.502,2014-07-01,500.0,357.0,357.0,2956.0
1390,02-Jul-14,Well_#5,24.0,2732.0,157.734,32.649,100.0,387.906,81.689,2014-07-02,507.0,339.0,339.0,3002.0
1391,03-Jul-14,Well_#5,24.0,2732.0,157.76,32.6,100.0,387.514,80.798,2014-07-03,542.0,340.0,340.0,2972.0
1392,04-Jul-14,Well_#5,24.0,2731.0,157.781,32.653,100.0,386.889,82.942,2014-07-04,526.0,351.0,351.0,2905.0
1393,05-Jul-14,Well_#5,24.0,2731.0,157.793,32.699,100.0,385.946,82.283,2014-07-05,498.0,346.0,346.0,2880.0
1394,06-Jul-14,Well_#5,24.0,2732.0,157.803,32.827,97.91667,386.467,83.167,2014-07-06,519.0,350.0,350.0,2842.0
1395,07-Jul-14,Well_#5,24.0,2732.0,157.816,32.789,100.0,386.384,84.841,2014-07-07,523.0,350.0,350.0,2875.0
1396,08-Jul-14,Well_#5,24.0,2732.0,157.826,32.812,97.91667,387.593,84.325,2014-07-08,514.0,351.0,351.0,2818.0
1397,09-Jul-14,Well_#5,24.0,2732.0,157.836,32.698,100.0,388.569,81.789,2014-07-09,519.0,355.0,355.0,2808.0
1398,10-Jul-14,Well_#5,24.0,2732.0,157.845,32.903,100.0,387.771,84.669,2014-07-10,524.0,354.0,354.0,2803.0
1399,11-Jul-14,Well_#5,24.0,2732.0,157.854,32.745,100.0,388.543,83.113,2014-07-11,527.0,357.0,357.0,2805.0
1400,12-Jul-14,Well_#5,24.0,2733.0,157.864,32.678,100.0,389.588,82.395,2014-07-12,528.0,358.0,358.0,2807.0
1401,13-Jul-14,Well_#5,24.0,2732.0,157.874,32.768,100.0,390.044,82.605,2014-07-13,531.0,362.0,362.0,2733.0
1402,14-Jul-14,Well_#5,24.0,2732.0,157.882,32.741,100.0,390.985,81.769,2014-07-14,533.0,362.0,362.0,3001.0
1403,15-Jul-14,Well_#5,24.0,2731.0,157.889,32.563,100.0,391.178,83.754,2014-07-15,537.0,364.0,364.0,2964.0
1404,16-Jul-14,Well_#5,24.0,2728.0,157.9,32.718,100.0,391.48,83.821,2014-07-16,543.0,352.0,352.0,3037.0
1405,17-Jul-14,Well_#5,24.0,2726.0,157.907,32.944,100.0,390.841,84.78,2014-07-17,542.0,360.0,360.0,2963.0
1406,18-Jul-14,Well_#5,24.0,2723.0,157.911,32.742,100.0,390.08,82.589,2014-07-18,535.0,368.0,368.0,2839.0
1407,19-Jul-14,Well_#5,24.0,2723.0,157.914,32.728,100.0,389.616,83.608,2014-07-19,530.0,366.0,366.0,2803.0
1408,20-Jul-14,Well_#5,8.28,2730.0,157.919,32.823,73.76372,398.24,85.029,2014-07-20,180.0,129.0,129.0,896.0
1409,12-Feb-12,Well_#6,11.5,3797.0,199.957,27.027,14.48443,106.806,38.081,2012-02-12,1869.0,2510.0,2510.0,7.0
1410,13-Feb-12,Well_#6,24.0,3735.0,201.568,23.877,22.83299,120.889,79.524,2012-02-13,1869.0,2510.0,2510.0,7.0
1411,14-Feb-12,Well_#6,22.5,3643.0,202.178,18.356,31.24997,113.718,101.165,2012-02-14,3124.0,4488.0,4488.0,1.0
1412,15-Feb-12,Well_#6,23.15,3669.0,202.139,7.633,28.51893,116.831,98.101,2012-02-15,2609.0,3374.0,3374.0,1.0
1413,16-Feb-12,Well_#6,24.0,3647.0,202.236,17.958,30.2279,115.434,99.803,2012-02-16,3052.0,3683.0,3683.0,5.0
1414,17-Feb-12,Well_#6,24.0,3643.0,202.269,20.858,29.97405,115.206,102.176,2012-02-17,2982.0,3720.0,3720.0,2.0
1415,18-Feb-12,Well_#6,23.0,3626.0,202.327,23.172,30.3084,113.282,102.755,2012-02-18,2981.0,3642.0,3642.0,6.0
1416,19-Feb-12,Well_#6,24.0,3621.0,202.329,27.276,30.48698,113.769,103.584,2012-02-19,3046.0,3777.0,3777.0,1.0
1417,20-Feb-12,Well_#6,24.0,3612.0,202.348,28.624,29.90702,113.4,101.502,2012-02-20,3057.0,3898.0,3898.0,1.0
1418,21-Feb-12,Well_#6,24.0,3606.0,202.355,28.176,30.49301,113.106,100.047,2012-02-21,3030.0,3730.0,3730.0,0.0
1419,22-Feb-12,Well_#6,23.67,3603.0,202.353,1.506,29.63448,113.079,100.707,2012-02-22,2908.0,3500.0,3500.0,1.0
1420,23-Feb-12,Well_#6,15.14,3600.0,202.298,15.966,28.95718,112.603,97.655,2012-02-23,1852.0,2219.0,2219.0,0.0
1421,24-Feb-12,Well_#6,24.0,3581.0,202.391,12.445,30.79962,111.187,101.674,2012-02-24,3126.0,3896.0,3896.0,0.0
1422,25-Feb-12,Well_#6,24.0,3577.0,202.375,17.841,30.68344,111.45,101.579,2012-02-25,3046.0,3865.0,3865.0,1.0
1423,26-Feb-12,Well_#6,24.0,3569.0,202.384,18.134,30.92304,110.934,100.685,2012-02-26,3046.0,3933.0,3933.0,0.0
1424,27-Feb-12,Well_#6,24.0,3561.0,202.386,17.945,30.84932,110.326,103.361,2012-02-27,3036.0,3921.0,3921.0,1.0
1425,28-Feb-12,Well_#6,23.67,3560.0,202.375,14.717,29.90044,110.629,101.962,2012-02-28,2972.0,3737.0,3737.0,0.0
1426,29-Feb-12,Well_#6,24.0,3544.0,202.393,16.565,31.02388,109.447,101.901,2012-02-29,3070.0,3963.0,3963.0,1.0
1427,01-Mar-12,Well_#6,24.0,3536.0,202.397,16.176,31.06188,108.827,103.251,2012-03-01,3069.0,3939.0,3939.0,0.0
1428,02-Mar-12,Well_#6,24.0,3528.0,202.399,16.273,31.08744,108.321,103.938,2012-03-02,3066.0,3926.0,3926.0,1.0
1429,03-Mar-12,Well_#6,24.0,3522.0,202.398,15.756,30.96447,108.059,103.833,2012-03-03,3044.0,3905.0,3905.0,0.0
1430,04-Mar-12,Well_#6,24.0,3517.0,202.388,14.252,30.60221,108.075,102.89,2012-03-04,2983.0,3786.0,3786.0,0.0
1431,05-Mar-12,Well_#6,24.0,3511.0,202.385,13.518,30.57649,107.869,100.9,2012-03-05,2967.0,3852.0,3852.0,1.0
1432,06-Mar-12,Well_#6,24.0,3504.0,202.38,13.215,30.58881,107.31,103.696,2012-03-06,2951.0,3808.0,3808.0,2.0
1433,07-Mar-12,Well_#6,22.83,3506.0,202.346,9.1,28.82496,107.754,99.27,2012-03-07,2656.0,3443.0,3443.0,1.0
1434,08-Mar-12,Well_#6,23.0,3505.0,202.335,6.657,27.94825,108.031,97.27,2012-03-08,2579.0,3219.0,3219.0,2.0
1435,09-Mar-12,Well_#6,24.0,3480.0,202.389,12.444,31.15911,105.93,101.613,2012-03-09,2997.0,3764.0,3764.0,1.0
1436,10-Mar-12,Well_#6,24.0,3470.0,202.392,13.067,31.30501,105.29,101.835,2012-03-10,3021.0,3878.0,3878.0,1.0
1437,11-Mar-12,Well_#6,24.0,3462.0,202.394,12.953,31.37003,104.811,102.543,2012-03-11,3010.0,3969.0,3969.0,1.0
1438,12-Mar-12,Well_#6,23.78,3464.0,202.374,9.708,29.85867,105.053,102.453,2012-03-12,2795.0,3686.0,3686.0,0.0
1439,13-Mar-12,Well_#6,24.0,3445.0,202.408,12.529,31.64254,103.441,104.039,2012-03-13,3059.0,4035.0,4035.0,1.0
1440,14-Mar-12,Well_#6,23.83,3440.0,202.401,11.345,30.92678,103.219,103.886,2012-03-14,2965.0,3767.0,3767.0,0.0
1441,15-Mar-12,Well_#6,24.0,3426.0,202.407,12.787,32.07412,102.14,105.105,2012-03-15,3131.0,3996.0,3996.0,1.0
1442,16-Mar-12,Well_#6,24.0,3418.0,202.41,12.195,32.05167,101.739,104.816,2012-03-16,3135.0,4002.0,4002.0,1.0
1443,17-Mar-12,Well_#6,24.0,3409.0,202.416,11.609,32.07362,101.299,103.968,2012-03-17,3144.0,4138.0,4138.0,0.0
1444,18-Mar-12,Well_#6,24.0,3401.0,202.413,11.242,32.04644,100.911,104.114,2012-03-18,3132.0,3743.0,3743.0,1.0
1445,19-Mar-12,Well_#6,24.0,3394.0,202.411,10.84,32.04522,100.46,104.356,2012-03-19,3140.0,3996.0,3996.0,1.0
1446,20-Mar-12,Well_#6,24.0,3387.0,202.407,10.104,32.01249,100.124,103.334,2012-03-20,3156.0,4114.0,4114.0,0.0
1447,21-Mar-12,Well_#6,24.0,3378.0,202.408,9.709,32.08725,99.574,104.092,2012-03-21,3193.0,4034.0,4034.0,1.0
1448,22-Mar-12,Well_#6,24.0,3370.0,202.407,9.37,32.07839,99.172,104.05,2012-03-22,3172.0,4031.0,4031.0,1.0
1449,23-Mar-12,Well_#6,24.0,3363.0,202.403,9.117,32.0607,98.793,104.088,2012-03-23,3160.0,4103.0,4103.0,0.0
1450,24-Mar-12,Well_#6,24.0,3355.0,202.403,7.187,32.12839,98.402,103.484,2012-03-24,3153.0,4123.0,4123.0,1.0
1451,25-Mar-12,Well_#6,24.0,3349.0,202.398,21.614,32.0421,98.039,103.648,2012-03-25,3131.0,3578.0,3578.0,0.0
1452,26-Mar-12,Well_#6,7.48,3345.0,202.394,21.452,30.92542,97.897,103.984,2012-03-26,960.0,997.0,997.0,2.0
1453,27-Mar-12,Well_#6,0.0,3497.0,199.322,0.875,0.0,1.178,27.392,2012-03-27,0.0,0.0,0.0,0.0
1454,28-Mar-12,Well_#6,1.19,3444.0,200.441,0.597,21.33333,92.241,46.805,2012-03-28,74.0,431.0,431.0,0.0
1455,29-Mar-12,Well_#6,24.0,3346.0,202.333,9.779,32.0,97.277,97.281,2012-03-29,3137.0,4480.0,4480.0,4.0
1456,30-Mar-12,Well_#6,10.98,3337.0,202.386,15.923,30.68261,97.369,101.577,2012-03-30,1431.0,1209.0,1209.0,1.0
1457,31-Mar-12,Well_#6,14.03,3347.0,202.319,10.361,31.0,98.122,98.61,2012-03-31,1950.0,3331.0,3331.0,2.0
1458,01-Apr-12,Well_#6,24.0,3332.0,202.364,16.631,29.81203,97.431,102.059,2012-04-01,3061.0,4029.0,4029.0,3.0
1459,02-Apr-12,Well_#6,24.0,3323.0,202.372,18.487,31.81838,96.658,104.599,2012-04-02,3054.0,4064.0,4064.0,3.0
1460,03-Apr-12,Well_#6,24.0,3314.0,202.377,19.124,32.00095,96.117,104.723,2012-04-03,3103.0,3282.0,3282.0,3.0
1461,04-Apr-12,Well_#6,24.0,3305.0,202.377,19.246,32.0812,95.691,103.937,2012-04-04,3110.0,4081.0,4081.0,2.0
1462,05-Apr-12,Well_#6,24.0,3296.0,202.373,19.236,32.20087,95.14,104.209,2012-04-05,3304.0,4079.0,4079.0,3.0
1463,06-Apr-12,Well_#6,24.0,3289.0,202.36,19.229,32.2108,94.788,104.148,2012-04-06,3028.0,3880.0,3880.0,154.0
1464,07-Apr-12,Well_#6,24.0,3284.0,202.336,19.066,32.03321,94.74,103.995,2012-04-07,2999.0,3981.0,3981.0,152.0
1465,08-Apr-12,Well_#6,24.0,3277.0,202.317,18.943,32.04783,94.544,103.28,2012-04-08,3054.0,3969.0,3969.0,4.0
1466,09-Apr-12,Well_#6,24.0,3271.0,202.305,18.829,32.00003,94.217,103.51,2012-04-09,3026.0,4079.0,4079.0,5.0
1467,10-Apr-12,Well_#6,24.0,3265.0,202.294,18.729,31.25186,93.812,104.155,2012-04-10,3003.0,4125.0,4125.0,4.0
1468,11-Apr-12,Well_#6,24.0,3258.0,202.284,18.439,31.94415,93.622,102.797,2012-04-11,3016.0,4039.0,4039.0,10.0
1469,12-Apr-12,Well_#6,12.98,3254.0,202.28,18.195,30.88504,93.149,102.459,2012-04-12,1615.0,2132.0,2132.0,3.0
1470,13-Apr-12,Well_#6,4.0,3304.0,201.695,3.066,25.82296,93.618,74.28,2012-04-13,430.0,578.0,578.0,2.0
1471,14-Apr-12,Well_#6,21.26,3274.0,201.918,9.657,28.7635,83.884,91.423,2012-04-14,2579.0,3636.0,3636.0,4.0
1472,15-Apr-12,Well_#6,20.55,3250.0,202.248,15.291,32.0605,93.037,102.763,2012-04-15,2494.0,3522.0,3522.0,3.0
1473,16-Apr-12,Well_#6,24.0,3242.0,201.967,15.994,31.90408,93.0,103.094,2012-04-16,2848.0,4069.0,4069.0,4.0
1474,17-Apr-12,Well_#6,9.38,3241.0,202.233,16.738,31.65348,92.812,103.549,2012-04-17,1120.0,1620.0,1620.0,1.0
1475,18-Apr-12,Well_#6,21.57,3244.0,202.195,11.514,31.71874,92.884,100.654,2012-04-18,2448.0,3278.0,3278.0,3.0
1476,19-Apr-12,Well_#6,22.71,3243.0,202.18,14.391,30.03349,93.021,101.712,2012-04-19,2514.0,3372.0,3372.0,2.0
1477,20-Apr-12,Well_#6,24.0,3231.0,202.197,16.211,31.48322,92.639,103.745,2012-04-20,2753.0,3682.0,3682.0,3.0
1478,21-Apr-12,Well_#6,24.0,3224.0,202.19,16.322,31.51978,92.326,103.541,2012-04-21,2752.0,3752.0,3752.0,3.0
1479,22-Apr-12,Well_#6,24.0,3218.0,202.181,16.182,31.48301,92.169,102.856,2012-04-22,2737.0,3717.0,3717.0,2.0
1480,23-Apr-12,Well_#6,24.0,3211.0,202.171,15.965,31.48727,91.86,102.112,2012-04-23,2736.0,3715.0,3715.0,-14.0
1481,24-Apr-12,Well_#6,24.0,3206.0,202.168,15.816,30.81425,91.578,102.236,2012-04-24,2730.0,4175.0,4175.0,94.0
1482,25-Apr-12,Well_#6,24.0,3211.0,202.187,15.859,31.49891,91.778,102.879,2012-04-25,2728.0,4228.0,4228.0,4.0
1483,26-Apr-12,Well_#6,24.0,3219.0,202.209,15.827,31.41246,92.24,101.924,2012-04-26,2747.0,4240.0,4240.0,4.0
1484,27-Apr-12,Well_#6,15.96,3210.0,202.244,16.82,31.48973,90.712,104.541,2012-04-27,1985.0,3087.0,3087.0,2.0
1485,28-Apr-12,Well_#6,5.25,3250.0,201.731,2.686,25.8431,89.005,77.445,2012-04-28,547.0,800.0,800.0,5.0
1486,29-Apr-12,Well_#6,24.0,3220.0,202.185,10.369,32.54397,90.862,96.949,2012-04-29,3012.0,4045.0,4045.0,14.0
1487,30-Apr-12,Well_#6,24.0,3214.0,202.281,15.419,33.43435,90.67,102.811,2012-04-30,3167.0,4147.0,4147.0,4.0
1488,01-May-12,Well_#6,24.0,3219.0,202.304,16.604,33.39043,90.772,104.707,2012-05-01,3164.0,4280.0,4280.0,4.0
1489,02-May-12,Well_#6,24.0,3224.0,202.321,17.19,33.37373,91.06,105.18,2012-05-02,3173.0,4174.0,4174.0,4.0
1490,03-May-12,Well_#6,24.0,3230.0,202.337,17.434,33.37489,91.371,104.184,2012-05-03,3189.0,4339.0,4339.0,5.0
1491,04-May-12,Well_#6,24.0,3237.0,202.352,17.79,33.30928,91.716,105.164,2012-05-04,3187.0,4324.0,4324.0,4.0
1492,05-May-12,Well_#6,24.0,3242.0,202.36,18.172,33.22143,91.807,105.957,2012-05-05,3177.0,4311.0,4311.0,5.0
1493,06-May-12,Well_#6,24.0,3247.0,202.371,18.261,33.11139,92.103,106.204,2012-05-06,3171.0,4306.0,4306.0,4.0
1494,07-May-12,Well_#6,24.0,3253.0,202.385,18.438,33.05832,92.397,106.308,2012-05-07,3171.0,4300.0,4300.0,5.0
1495,08-May-12,Well_#6,24.0,3258.0,202.396,18.585,33.02385,92.779,105.954,2012-05-08,3188.0,4307.0,4307.0,0.0
1496,09-May-12,Well_#6,24.0,3257.0,202.411,19.357,34.09644,91.579,106.468,2012-05-09,3416.0,4613.0,4613.0,6.0
1497,10-May-12,Well_#6,24.0,3255.0,202.413,20.525,35.62917,89.612,107.888,2012-05-10,3702.0,4993.0,4993.0,7.0
1498,11-May-12,Well_#6,24.0,3255.0,202.413,21.211,36.16034,87.644,108.279,2012-05-11,4002.0,5392.0,5392.0,8.0
1499,12-May-12,Well_#6,24.0,3255.0,202.413,21.995,37.29413,85.868,108.772,2012-05-12,4253.0,5706.0,5706.0,8.0
1500,13-May-12,Well_#6,24.0,3255.0,202.413,22.264,38.21142,85.746,108.963,2012-05-13,4280.0,5734.0,5734.0,8.0
1501,14-May-12,Well_#6,24.0,3255.0,202.413,22.77,39.27145,84.427,109.47,2012-05-14,4439.0,5905.0,5905.0,9.0
1502,15-May-12,Well_#6,24.0,3255.0,202.413,23.09,40.14758,83.448,109.579,2012-05-15,4583.0,6128.0,6128.0,9.0
1503,16-May-12,Well_#6,24.0,3255.0,202.413,23.083,40.7275,82.829,109.46,2012-05-16,4678.0,6248.0,6248.0,9.0
1504,17-May-12,Well_#6,24.0,3255.0,202.413,22.747,40.74857,82.84,109.333,2012-05-17,4688.0,6263.0,6263.0,9.0
1505,18-May-12,Well_#6,24.0,3255.0,202.413,22.92,40.7554,82.928,109.504,2012-05-18,4688.0,6284.0,6284.0,9.0
1506,19-May-12,Well_#6,24.0,3668.0,148.08,23.326,42.15901,81.264,109.932,2012-05-19,4886.0,6529.0,6529.0,10.0
1507,20-May-12,Well_#6,24.0,3170.0,93.815,23.729,43.10056,80.171,110.154,2012-05-20,5013.0,6684.0,6684.0,9.0
1508,21-May-12,Well_#6,24.0,3182.0,202.68,23.826,43.12246,80.22,110.233,2012-05-21,5017.0,6693.0,6693.0,8.0
1509,22-May-12,Well_#6,24.0,3184.0,202.783,23.879,43.09233,80.202,110.453,2012-05-22,5020.0,6691.0,6691.0,20.0
1510,23-May-12,Well_#6,24.0,3184.0,202.791,23.879,43.19541,80.173,110.441,2012-05-23,5034.0,6708.0,6708.0,8019.0
1511,24-May-12,Well_#6,24.0,3184.0,202.8,23.985,43.33968,80.017,110.617,2012-05-24,5046.0,6730.0,6730.0,8020.0
1512,25-May-12,Well_#6,24.0,3184.0,202.809,23.616,43.38664,79.961,110.34,2012-05-25,5053.0,6747.0,6747.0,20.0
1513,26-May-12,Well_#6,24.0,3180.0,202.92,23.453,43.46183,79.97,110.248,2012-05-26,5066.0,6758.0,6758.0,30.0
1514,27-May-12,Well_#6,24.0,3185.0,202.827,23.225,43.48607,80.16,108.726,2012-05-27,5072.0,6753.0,6753.0,10.0
1515,28-May-12,Well_#6,24.0,3185.0,202.834,23.181,43.56119,80.2,108.151,2012-05-28,5086.0,6777.0,6777.0,10.0
1516,29-May-12,Well_#6,20.19,3212.0,202.805,22.7,40.12258,83.323,108.988,2012-05-29,3869.0,5185.0,5185.0,7.0
1517,30-May-12,Well_#6,0.0,3463.0,200.437,1.606,0.0,1.347,44.217,2012-05-30,0.0,0.0,0.0,0.0
1518,31-May-12,Well_#6,0.5,3444.0,200.62,0.496,16.82769,91.39,44.519,2012-05-31,23.0,103.0,103.0,0.0
1519,01-Jun-12,Well_#6,13.42,3202.0,202.789,14.311,42.49382,81.298,106.792,2012-06-01,4020.0,5311.0,5311.0,8.0
1520,02-Jun-12,Well_#6,24.0,3193.0,202.812,17.739,43.22176,0.0,108.402,2012-06-02,5000.0,6652.0,6652.0,10.0
1521,03-Jun-12,Well_#6,24.0,3186.0,202.821,19.092,43.42171,1.03,106.934,2012-06-03,5067.0,6728.0,6728.0,9.0
1522,04-Jun-12,Well_#6,24.0,3185.0,202.832,19.846,43.41881,67.027,108.839,2012-06-04,5040.0,6758.0,6758.0,10.0
1523,05-Jun-12,Well_#6,24.0,3186.0,202.842,20.101,43.39667,80.303,109.036,2012-06-05,5058.0,6718.0,6718.0,10.0
1524,06-Jun-12,Well_#6,24.0,3188.0,202.85,20.363,43.33411,80.208,110.696,2012-06-06,5058.0,6700.0,6700.0,185.0
1525,07-Jun-12,Well_#6,24.0,3188.0,202.859,20.341,43.39009,80.153,110.162,2012-06-07,5070.0,6697.0,6697.0,10.0
1526,08-Jun-12,Well_#6,24.0,3189.0,202.867,20.249,43.40013,80.258,109.483,2012-06-08,5081.0,6707.0,6707.0,14.0
1527,09-Jun-12,Well_#6,24.0,3189.0,202.874,20.161,43.40572,80.192,110.003,2012-06-09,5082.0,6698.0,6698.0,10.0
1528,10-Jun-12,Well_#6,24.0,3184.0,202.865,20.005,43.44772,79.948,109.766,2012-06-10,5087.0,6690.0,6690.0,10.0
